Obs,Curve,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
11,c4,15:34:11,11817.50001,0,17.23853683,0.139964672,1258.84946,0.832201233,0.62059895,19.38541794,6,1.420000017,1,2.840000033,19.60506821,19.38541794,20.1559639,1499.968384,1477.793335,15.16900921,16.1520977,67.18924713,71.5411377,499.7064514,999.6032715,266.5980835,101.4221954,-15.53673172,0.219838351,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832844086,0.000832201,292.5354179,292.7550682,159.9365199,1.499343309,2.25878016,22.27106355,6.118965848,19.49524307,2.274260981,0.133390732,1.63818121,0.636079771,0.08393592,127.675276,0.85184405,73.30260005,1469.59896,0.008598465
1,c5,15:52:31,12917.50001,0,7.871903835,0.117297496,275.5063871,0.739962802,0.653446068,19.55685997,6,1.420000017,1,2.840000033,19.6532383,19.55685997,20.15141106,399.9581604,390.1589355,15.19127464,16.06554413,67.09346008,70.95223999,499.6685181,999.7716064,35.91727448,101.4308014,8.431407928,0.181708544,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832780863,0.000739963,292.70686,292.8032383,159.9634535,1.53199496,2.282987084,22.50782851,6.442284385,19.60504913,2.289832004,0.112645038,1.629541016,0.660290988,0.070806866,27.94483363,0.706138863,71.97229433,386.4170095,0.014661854
2,c5,15:55:05,13071.50001,0,6.162140935,0.121476275,206.43179,0.768174842,0.655892773,19.60238457,6,1.420000017,1,2.840000033,19.67074203,19.60238457,20.15213776,300.85672,293.1878662,15.19826603,16.10570526,67.04558563,71.04968262,499.7378235,999.5113525,33.7730751,101.4274292,9.451793671,0.185982913,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832896372,0.000768175,292.7523846,292.820742,159.9218128,1.512946668,2.289453053,22.57232655,6.466621286,19.6365633,2.294318084,0.116493461,1.63356028,0.660757804,0.073240271,20.93784577,0.704093906,71.98489282,290.2586795,0.015282267
3,c5,15:57:39,13225.00001,0,3.953296679,0.122444142,139.1581969,0.776185001,0.657665688,19.62257767,6,1.420000017,1,2.840000033,19.67751694,19.62257767,20.15188217,199.4059143,194.4781189,15.20035172,16.11726379,67.02416229,71.06668091,499.7262268,999.229126,28.14764404,101.4229584,10.16993332,0.185023516,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832877045,0.000776185,292.7725777,292.8275169,159.8766566,1.506421374,2.292326263,22.60165055,6.484386752,19.6500473,2.2962399,0.117383264,1.634660575,0.661579325,0.07380304,14.11383601,0.715546806,71.95295705,192.598911,0.014769107
4,c5,16:00:13,13379.50001,0,1.448449158,0.135102506,78.23993773,0.857491593,0.661334248,19.62621689,6,1.420000017,1,2.840000033,19.68509865,19.62621689,20.15057373,98.85764313,97.01857758,15.07246685,16.08550835,66.43421936,70.89652252,499.702179,999.1039429,25.17645645,101.42733,10.41955948,0.184716433,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832836965,0.000857492,292.7762169,292.8350986,159.8566273,1.463897855,2.292844411,22.60578496,6.520276612,19.65565777,2.297039951,0.12896736,1.631510164,0.665529787,0.081134231,7.935667984,0.806442845,71.92324746,96.33005422,0.010814607
5,c5,16:02:47,13533.50001,0,0.18301592,0.135246279,47.36961325,0.862407984,0.66453778,19.60926819,6,1.420000017,1,2.840000033,19.68011475,19.60926819,20.15391541,50.41240311,50.14073563,15.00982761,16.02872276,66.18325043,70.67486572,499.7087402,999.0099487,29.04639435,101.4363022,10.39770126,0.187031955,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8328479,0.000862408,292.7592682,292.8301147,159.8415882,1.462707443,2.290432146,22.58000436,6.551281599,19.64469147,2.295476387,0.129098366,1.625894366,0.669582022,0.08121719,4.804998404,0.944733113,71.76008256,50.05373862,0.002623827
6,c5,16:05:21,13687.00001,0,7.723155421,0.13780607,294.1975268,0.858977388,0.650272402,19.43125343,6,1.420000017,1,2.840000033,19.61274529,19.43125343,20.15198135,400.8286438,391.1525269,14.90609646,15.92099762,66.00285339,70.493927,499.7343445,999.3511353,36.31559372,101.4356918,8.470302582,0.18519327,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832890574,0.000858977,292.5812534,292.7627453,159.8961781,1.479764311,2.26522981,22.33168394,6.410686318,19.52199936,2.278046573,0.131428719,1.614957408,0.663089165,0.082693059,29.84212966,0.752129941,72.0879386,387.4813087,0.014368341
7,c5,16:07:55,13841.50001,0,7.753808266,0.149402806,299.8827935,0.925744546,0.648966065,19.39066887,6,1.420000017,1,2.840000033,19.60512924,19.39066887,20.15183449,399.9786377,390.2361145,14.78390312,15.87765694,65.49106598,70.33414459,499.7720032,999.3146973,44.60810852,101.4351273,8.501766205,0.191616267,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832953339,0.000925745,292.5406689,292.7551292,159.890348,1.448872144,2.259518217,22.27550039,6.397843454,19.49789906,2.274636514,0.141936031,1.610552152,0.664084362,0.089351947,30.41864932,0.768464994,72.18334278,386.5503254,0.014479248
8,c5,16:10:29,13995.00001,0,9.638033972,0.156435745,478.41343,0.974903411,0.654236981,19.40108681,6,1.420000017,1,2.840000033,19.61185646,19.40108681,20.1529274,599.4623413,587.2023315,14.68829155,15.84034061,65.04086304,70.14006042,499.6977844,999.0337524,42.3055191,101.433815,5.589046478,0.183379382,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832829641,0.000974903,292.5510868,292.7618565,159.8453968,1.421965309,2.26098316,22.29023093,6.449890315,19.50647163,2.275848973,0.148268661,1.606746179,0.669102793,0.093368625,48.52729936,0.814733533,72.04168276,582.6208718,0.01191753
9,c5,16:13:05,14151.00001,0,10.59903974,0.159921474,767.0261002,1.006817597,0.661691193,19.43959618,6,1.420000017,1,2.840000033,19.63564682,19.43959618,20.15268326,900.7097778,886.913269,14.63055992,15.82015419,64.68869019,69.94844055,499.778595,999.1171875,46.82558441,101.4348068,-0.250370026,0.18757841,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832964325,0.001006818,292.5895962,292.7856468,159.8587464,1.403364225,2.266405477,22.34346915,6.523314963,19.5376215,2.280259412,0.151396291,1.604714284,0.675545127,0.095353385,77.8031443,0.864826502,71.8230871,881.8749932,0.008632241
10,c5,16:15:39,14305.50001,0,10.85410615,0.160000837,1058.90742,1.020539589,0.670413465,19.48480988,6,1.420000017,1,2.840000033,19.65545273,19.48480988,20.15241623,1199.167236,1184.684448,14.59042931,15.79631805,64.43431854,69.75820923,499.756958,999.1670532,37.7983551,101.4396439,-7.372562408,0.190672129,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832928263,0.00102054,292.6348099,292.8054527,159.8667249,1.392884147,2.272786343,22.4053068,6.608988749,19.5701313,2.284870388,0.151467417,1.602372878,0.682497511,0.095398528,107.4151916,0.893830776,71.5320164,1179.524926,0.006582448
11,c5,16:18:13,14459.00001,0,11.16508692,0.15865092,1352.113213,1.028928766,0.68135475,19.53155899,6,1.420000017,1,2.840000033,19.67004395,19.53155899,20.1526165,1500.766724,1485.526489,14.53791046,15.75380611,64.14520264,69.50814056,499.7398682,998.9882202,44.69458771,101.4387054,-15.58630753,0.196109027,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83289978,0.001028929,292.681559,292.8200439,159.8381117,1.383898973,2.279400448,22.47071705,6.716910938,19.60080147,2.289227932,0.150257108,1.598045698,0.691182234,0.094630398,137.156614,0.910191251,71.13804257,1480.219142,0.005365844
1,c6,09:03:37,927.0000219,0,9.657571992,0.096177774,216.0527092,1.214807067,1.308821439,18.86205101,6,1.420000017,1,2.840000033,19.46922493,18.86205101,20.15821457,399.7900391,387.6506042,7.179385662,8.622829437,32.17362976,38.64388657,500.6077881,1000.642151,433.1226501,101.7586441,7.908837318,0.277145028,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834346313,0.001214807,292.012051,292.6192249,160.1027406,1.350546901,2.186268871,21.48484672,12.86201728,19.16563797,2.228077373,0.093027364,0.877447432,1.350629941,0.058417171,21.98523074,0.557338765,41.21042368,383.0598571,0.010389829
2,c6,09:06:11,1080.500022,0,7.067863899,0.088418474,156.0187359,1.134492779,1.32579044,19.05982208,6,1.420000017,1,2.840000033,19.54341698,19.05982208,20.15838051,300.9169312,292.0485535,7.375083447,8.722980499,32.89955139,38.91343689,500.6005249,999.4038086,195.3969879,101.7582932,8.998192787,0.279679894,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834334208,0.001134493,292.2098221,292.693417,159.9046058,1.37432753,2.213426046,21.75180005,13.02881955,19.30161953,2.247030239,0.085748833,0.887635607,1.359394633,0.053826643,15.87620027,0.53422191,41.0120208,288.6888295,0.010040824
3,c6,09:08:45,1235.000022,0,4.36355323,0.082828173,104.3990907,1.092174511,1.359481531,19.38836288,6,1.420000017,1,2.840000033,19.66911697,19.38836288,20.15946198,199.5058594,194.0218353,7.544217587,8.841694832,33.3925209,39.13423538,500.5950623,998.9376221,103.4557419,101.7579269,9.717171669,0.287756562,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834325104,0.001092175,292.5383629,292.819117,159.830016,1.369105037,2.259194068,22.20165186,13.35995703,19.52873993,2.279001128,0.080480958,0.899712537,1.379288591,0.050506343,10.62343505,0.53807908,40.60790173,191.9476111,0.009231412
4,c6,09:11:19,1389.000022,0,1.558079847,0.080696846,63.84500276,1.067315615,1.362468038,19.49977684,6,1.420000017,1,2.840000033,19.69732666,19.49977684,20.15667534,99.22664642,97.23497009,7.698859215,8.966526985,34.01664734,39.61849594,500.6416626,1000.409485,107.9766922,101.760025,10.09906864,0.287065148,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834402771,0.001067316,292.6497768,292.8473267,160.065514,1.37408796,2.274902049,22.35555709,13.3890301,19.59855175,2.28890805,0.078467248,0.91243401,1.37647404,0.049237587,6.496869078,0.656605362,40.83691579,96.49433355,0.006593877
5,c6,09:13:53,1542.500022,0,0.137978675,0.081356747,46.43571495,1.070865859,1.35605642,19.55675888,6,1.420000017,1,2.840000033,19.7279129,19.55675888,20.15662575,50.48888779,50.2590065,7.837110519,9.108906746,34.56172562,40.16989136,500.6044617,1000.213013,165.8511658,101.7593384,10.2008028,0.28550303,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834340769,0.001070866,292.7067589,292.8779129,160.0340785,1.368345159,2.282972744,22.43501953,13.32611278,19.64233589,2.295140654,0.079091046,0.926916324,1.36822433,0.049630589,4.72526763,0.923928231,41.33014085,50.19341805,0.001136141
6,c6,09:16:27,1697.000022,0,9.524033205,0.084964082,198.0351457,1.104682856,1.341025804,19.55696297,6,1.420000017,1,2.840000033,19.74049568,19.55696297,20.15699196,400.1649475,388.2354431,7.945185184,9.256995201,35.01118851,40.79090881,500.5862732,1000.184814,775.2112427,101.7582779,8.424649239,0.29174006,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834310455,0.001104683,292.706963,292.8904957,160.0295667,1.352092935,2.283001695,22.43553784,13.17854264,19.64872932,2.296051992,0.082496053,0.94197589,1.354076102,0.051776232,20.15171539,0.510090331,42.04835619,383.7081739,0.010436836
7,c6,09:19:01,1851.000022,0,9.654514888,0.089225783,203.8335312,1.152308348,1.333823968,19.60676193,6,1.420000017,1,2.840000033,19.74268723,19.60676193,20.1511364,400.0006714,387.8938904,8.029221535,9.397301674,35.37711334,41.4030838,500.6196899,999.1404419,782.7208252,101.75811,8.461026192,0.288246751,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83436615,0.001152308,292.7567619,292.8926872,159.8624671,1.31880644,2.290075626,22.50509197,13.1077903,19.67472458,2.299760698,0.086507918,0.956251658,1.34350904,0.054305235,20.7417149,0.525487862,42.61511082,383.3045964,0.010733715
8,c6,09:21:35,2004.500022,0,13.39815101,0.093633878,337.3266046,1.205750809,1.331835246,19.69076347,6,1.420000017,1,2.840000033,19.79290962,19.69076347,20.15581512,599.3788452,582.4783325,8.102934837,9.534341812,35.59186172,41.87802124,500.5933838,999.4030762,793.4400024,101.7601776,5.623379707,0.283475518,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834322306,0.001205751,292.8407635,292.9429096,159.9044886,1.286688482,2.302051562,22.62232257,13.08798075,19.74183655,2.309359751,0.090645331,0.970216316,1.339143435,0.056914462,34.3264152,0.579123009,43.07705507,576.1094932,0.010018111
9,c6,09:24:09,2159.000022,0,15.32339273,0.097593788,606.3923633,1.25985742,1.336654309,19.84758186,6,1.420000017,1,2.840000033,19.86512947,19.84758186,20.15555763,900.5117188,880.81427,8.212777138,9.708238602,35.91166687,42.45164108,500.5651245,999.2692261,799.4141846,101.7590866,-0.139864922,0.288697839,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834275208,0.001259857,292.9975819,293.0151295,159.8830726,1.246777159,2.324555802,22.84371725,13.13547865,19.85635567,2.325820563,0.094351492,0.987901493,1.33791907,0.059252656,61.70593302,0.688445208,43.4890707,873.530263,0.007628815
10,c6,09:26:54,2324.000022,0,16.00166606,0.096413702,883.353658,1.257001364,1.349234297,19.98249435,6,1.420000017,1,2.840000033,19.89193344,19.98249435,20.1556778,1199.710449,1178.755981,8.284499168,9.776333809,36.16684341,42.68104553,500.6101074,1001.203491,820.9293213,101.7596359,-6.806735039,0.289888024,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834350179,0.001257001,293.1324944,293.0419334,160.192555,1.237760829,2.344070466,23.03536609,13.25903228,19.9372139,2.337504848,0.093248071,0.994836169,1.342668679,0.058556423,89.88974664,0.749394847,43.40189762,1171.149556,0.005930094
11,c6,09:29:32,2481.500022,0,16.69493896,0.090270297,1146.19356,1.19298497,1.364660408,20.09814262,6,1.420000017,1,2.840000033,19.94997215,20.09814262,20.15440178,1500.788696,1478.664063,8.374505043,9.790399551,36.42634583,42.58773804,500.590332,1001.035706,837.4194336,101.7580872,-15.03061199,0.292305589,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83431722,0.001192985,293.2481426,293.0999722,160.1657093,1.263447344,2.360912739,23.20122955,13.41083,20.02405739,2.350111281,0.087489418,0.996252331,1.35385895,0.054924111,116.6344642,0.77515481,43.03880377,1470.728088,0.004885541
1,c7,10:38:54,2257.000012,0,10.13229341,0.138695782,258.5337424,1.550965586,1.169987315,21.37800407,6,1.420000017,1,2.840000033,20.39295006,21.37800407,20.1292057,399.1818542,386.3181152,11.77663898,13.61046886,49.82396698,57.58621597,500.5446472,999.6638184,195.9481049,101.7244568,10.23865318,0.298756659,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834241079,0.001550966,294.5280041,293.5429501,159.9462074,0.961427691,2.554504867,25.11200303,11.50153416,20.88547707,2.478419938,0.132237748,1.384517552,1.093902386,0.083205518,26.2992045,0.669225004,55.46950202,381.5017082,0.01473213
2,c7,10:41:28,2410.500012,0,7.675800672,0.12968301,188.622378,1.41697821,1.139920404,21.12265015,6,1.420000017,1,2.840000033,20.31690598,21.12265015,20.14114952,301.0836182,291.3873596,11.84135056,13.51698303,50.33063126,57.45296478,500.5244141,999.7546387,219.1533051,101.7154694,10.85196495,0.295476019,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834207357,0.001416978,294.2726501,293.466906,159.9607386,1.055868063,2.514806677,24.72393524,11.2069522,20.71977806,2.45327304,0.124019886,1.374886273,1.078386767,0.07800208,19.18581371,0.64732519,55.80608335,287.7386516,0.014886994
3,c7,10:44:02,2565.000012,0,4.849945893,0.127727788,127.7864713,1.353093492,1.105105729,20.62967873,6,1.420000017,1,2.840000033,20.05898094,20.62967873,20.13619995,199.8368988,193.709137,11.52007961,13.12073708,49.75901794,56.67269135,500.5467834,1000.387207,191.6686401,101.7159042,10.89162254,0.304670393,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834244639,0.001353093,293.7796787,293.2089809,160.0619495,1.122258472,2.439693365,23.9853677,10.86463063,20.34432983,2.397119363,0.122230522,1.334587636,1.062531727,0.076869657,12.99791648,0.659682209,55.83318993,191.403705,0.014147477
4,c7,10:46:36,2718.500012,0,1.750151205,0.128578121,73.09524817,1.403107867,1.138891309,20.63703156,6,1.420000017,1,2.840000033,20.0900898,20.63703156,20.13515854,99.5245285,97.26291656,11.13887691,12.79934216,48.01968765,55.17673492,500.5159912,999.9503174,166.2648773,101.716774,11.06142998,0.290223181,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834193319,0.001403108,293.7870316,293.2400898,159.9920472,1.098200457,2.440799102,23.99603336,11.19669121,20.36356068,2.399968006,0.123009012,1.301907793,1.098060213,0.07736231,7.435012838,0.751522273,54.52376215,96.4309785,0.009895661
5,c7,10:49:10,2872.500012,0,0.133542826,0.133802103,47.60191359,1.441431733,1.126928197,20.21440887,6,1.420000017,1,2.840000033,19.90429306,20.21440887,20.13725281,50.38629913,50.13957977,10.59255123,12.29920101,46.19547272,53.63471603,500.5256348,1000.64563,225.9571381,101.7158432,10.99416542,0.296622336,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834209391,0.001441432,293.3644089,293.0542931,160.1032972,1.11088613,2.377951799,23.37838161,11.0791806,20.05935097,2.355251591,0.127781863,1.251023602,1.10422799,0.080383572,4.841868779,0.949387965,53.91955153,50.07609991,0.001437925
6,c7,10:51:44,3027.000012,0,9.966247719,0.140242996,263.3117869,1.562681103,1.168190908,20.29174995,6,1.420000017,1,2.840000033,19.97096062,20.29174995,20.1386261,400.5441589,387.8722534,10.15558052,12.00610256,44.10317993,52.13409042,500.5893555,1000.622009,208.4458008,101.7111893,9.595880508,0.297776282,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834315592,0.001562681,293.44175,293.1209606,160.0995179,1.04556442,2.389345878,23.49147518,11.48537262,20.13135529,2.365769174,0.133643501,1.22115497,1.144614204,0.084096058,26.781755,0.678862137,52.56718592,383.1347766,0.013673977
7,c7,10:54:18,3180.500012,0,10.32166667,0.145859463,262.2675875,1.694644374,1.220256078,20.534935,6,1.420000017,1,2.840000033,20.09454346,20.534935,20.1380291,399.9253845,386.7677002,9.842074394,11.84928799,42.41517639,51.06277084,500.5637817,1000.153809,223.2678375,101.7131729,9.485528946,0.285883009,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83427297,0.001694644,293.684935,293.2445435,160.0246058,0.959370771,2.425484756,23.84631888,11.9970309,20.31473923,2.392741924,0.138734218,1.205228678,1.187513246,0.087322079,26.67606847,0.67810106,51.27827958,381.8612742,0.01386046
8,c7,10:56:52,3335.000012,0,13.23564709,0.151017041,426.3829264,1.796946744,1.251718431,20.6969223,6,1.420000017,1,2.840000033,20.16662788,20.6969223,20.14578247,600.1654663,583.0435791,9.651134491,11.77981567,41.40642548,50.5359726,500.5293579,1000.334656,192.131073,101.7081757,7.304803848,0.289765418,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834215597,0.001796947,293.8469223,293.3166279,160.0535413,0.894000462,2.449821993,24.08677549,12.30695982,20.43177509,2.410096465,0.143392161,1.198103562,1.211992903,0.090275316,43.36662957,0.731305415,50.59958656,576.7519864,0.011611894
9,c7,10:59:27,3489.500012,0,14.56360814,0.153116837,704.889705,1.882595754,1.294072638,20.91972923,6,1.420000017,1,2.840000033,20.2664547,20.91972923,20.1455307,899.8557739,880.4111328,9.466223717,11.69654751,40.35972595,49.86685562,500.5307007,999.696228,146.216156,101.7029648,2.006097794,0.29012686,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834217834,0.001882596,294.0697292,293.4164547,159.9513929,0.831410018,2.483646197,24.42058796,12.72404045,20.59309196,2.434197872,0.145283943,1.189573559,1.244624313,0.091475147,71.68937284,0.800636974,49.65248843,873.488291,0.008278524
10,c7,11:02:06,3648.500012,0,15.36955625,0.148874963,983.6344854,1.891880719,1.335554062,21.06407356,6,1.420000017,1,2.840000033,20.31632233,21.06407356,20.13792419,1200.302002,1179.204468,9.26493454,11.50662136,39.37810898,48.90701294,500.5458069,999.1784668,923.3242798,101.6999359,-4.870000839,0.307595313,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834243011,0.001891881,294.2140736,293.4663223,159.8685511,0.813000542,2.505776717,24.6389213,13.13229994,20.69019794,2.448807475,0.141459546,1.170222655,1.27858482,0.089049826,100.0355641,0.834150915,48.42367509,1171.898517,0.006350809
11,c7,11:04:40,3803.000012,0,15.49647048,0.137304934,1261.094747,1.75914349,1.34182703,20.81394958,6,1.420000017,1,2.840000033,20.21167374,20.81394958,20.14285469,1500.081421,1478.389771,8.983816147,11.06902313,38.43225098,47.35089111,500.5751953,999.7962036,1105.652466,101.6991425,-12.67481041,0.321313918,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834291992,0.001759143,293.9639496,293.3616737,159.967389,0.903281071,2.46753719,24.26310714,13.19408401,20.51281166,2.422177403,0.130972817,1.12571016,1.296467243,0.082404297,128.2522543,0.853019124,47.19577109,1471.023491,0.00497183
1,c8,11:09:23,4086.000012,0,8.78854761,0.132150957,271.0385821,1.714140816,1.356652688,20.61178398,6,1.420000017,1,2.840000033,20.16869164,20.61178398,20.14846611,400.1382751,388.8041992,8.590071678,10.62304783,36.84569931,45.56381607,500.5267029,999.5279541,1144.245361,101.698822,9.378564835,0.303476393,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834211171,0.001714141,293.761784,293.3186916,159.9244691,0.947438127,2.437004139,23.96295346,13.33990563,20.39023781,2.403924571,0.12627512,1.08035145,1.323573121,0.079429629,27.56430452,0.697108166,45.87027256,384.6265446,0.010481156
2,c8,11:11:57,4239.500012,0,6.625448464,0.122590469,197.0865247,1.656908771,1.408859884,20.86660004,6,1.420000017,1,2.840000033,20.26360321,20.86660004,20.14389801,300.7640991,292.2416992,8.523656845,10.48897076,36.34241104,44.7231102,500.5397339,998.947876,1138.536499,101.6957626,10.34087563,0.302649558,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83423289,0.001656909,294.0166,293.4136032,159.8316566,0.95517643,2.475543764,24.34264418,13.85367342,20.56510162,2.430000924,0.117517738,1.06668388,1.363317044,0.073888095,20.04286444,0.67439563,44.47684443,289.0922783,0.010193252
3,c8,11:14:31,4393.500012,0,4.084606572,0.116544537,132.635903,1.574638506,1.405715178,20.7511425,6,1.420000017,1,2.840000033,20.21197891,20.7511425,20.14334679,199.6034393,194.3408813,8.479711533,10.34752846,36.27127838,44.26145172,500.5881042,1000.724548,208.3595886,101.6958389,10.8109684,0.315852225,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834313507,0.001574639,293.9011425,293.3619789,160.1159242,1.010303876,2.458015766,24.17026883,13.82274037,20.48156071,2.417512239,0.111950448,1.052300587,1.365211652,0.070367769,13.48851943,0.682491003,44.10055902,192.399255,0.009362481
4,c8,11:17:05,4548.000012,0,1.544850516,0.115412802,73.69057799,1.552334286,1.398871772,20.71192551,6,1.420000017,1,2.840000033,20.19094276,20.71192551,20.14555168,99.79538727,97.76155853,8.515065193,10.35667038,36.46809006,44.354599,500.5168152,1000.706116,133.7996063,101.6943741,10.6633091,0.314522803,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834194692,0.001552334,293.8619255,293.3409428,160.1129749,1.024426126,2.452086884,24.112316,13.75564562,20.45143414,2.413022377,0.110905779,1.053215112,1.359807265,0.069707423,7.493917205,0.753778674,44.21822404,97.02721058,0.007040349
5,c8,11:19:39,4701.500012,0,0.147942973,0.119109661,47.35671863,1.594283055,1.393899512,20.65040016,6,1.420000017,1,2.840000033,20.15912437,20.65040016,20.1450119,50.77474594,50.50089264,8.423109055,10.31448841,36.14606857,44.26037598,500.5359192,1001.005005,126.6873627,101.6929855,10.6196804,0.296699584,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834226532,0.001594283,293.8004002,293.3091244,160.1607972,1.006926076,2.442810633,24.02142705,13.70693864,20.40476227,2.406081138,0.114315276,1.048911121,1.357170018,0.071862861,4.815846102,0.937740229,44.27890557,50.43056764,0.001298965
6,c8,11:22:13,4856.000012,0,8.843890697,0.12767063,266.4449157,1.69330816,1.385183585,20.63688278,6,1.420000017,1,2.840000033,20.17144775,20.63688278,20.14416695,400.1546021,388.764679,8.371446609,10.38008404,35.89610291,44.50893402,500.5576782,1000.380005,411.3621216,101.6940842,9.132955551,0.303628027,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834262797,0.001693308,293.7868828,293.3214478,160.0607972,0.957068755,2.440776725,24.00116728,13.62108324,20.40416527,2.405992464,0.122178178,1.05559314,1.350399324,0.076836533,27.09587168,0.685362972,44.73977684,384.5607169,0.010288979
7,c8,11:24:47,5009.500012,0,9.00496123,0.134069504,269.7386247,1.743587208,1.361272854,20.4787941,6,1.420000017,1,2.840000033,20.10975075,20.4787941,20.1404686,400.2823181,388.6758423,8.314468384,10.38278484,35.78603745,44.68835449,500.5473633,1000.661743,125.8493195,101.6901321,9.163869858,0.297083914,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834245605,0.001743587,293.6287941,293.2597507,160.1058753,0.943956477,2.417099617,23.7692642,13.38647935,20.29427242,2.389718299,0.128025721,1.055826763,1.333891536,0.080537976,27.42975639,0.6939938,45.28606721,384.395315,0.010608851
8,c8,11:27:21,5163.500012,0,11.30385456,0.135821038,435.2506106,1.747287018,1.347570426,20.35158539,6,1.420000017,1,2.840000033,20.04681015,20.35158539,20.14757538,599.5673218,584.7931519,8.25852108,10.33127213,35.68675613,44.64172745,500.5623779,1000.94873,123.8365479,101.693512,6.516836166,0.29047972,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83427063,0.001747287,293.5015854,293.1968102,160.1517933,0.951099186,2.398193772,23.58256417,13.25129205,20.19919777,2.375716471,0.129621958,1.050623345,1.325093126,0.081548762,44.26216318,0.744281306,45.44856493,579.4198408,0.008866524
9,c8,11:29:55,5318.000012,0,12.92853935,0.132725834,704.1934344,1.71718688,1.353726258,20.3698082,6,1.420000017,1,2.840000033,20.0593586,20.3698082,20.14742661,900.6860352,883.3719482,8.261116028,10.29811287,35.66778564,44.46133804,500.5907898,1000.996643,122.1839294,101.6854095,0.30522728,0.29366976,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834317983,0.001717187,293.5198082,293.2093586,160.1594593,0.966249614,2.400894083,23.6109988,13.31288593,20.2145834,2.377977456,0.12679991,1.047167825,1.330809631,0.079761866,71.60619778,0.797165266,45.20414096,877.2263398,0.006662175
10,c8,11:32:29,5471.500012,0,13.12270985,0.123058287,980.9565905,1.624214704,1.376392214,20.44932938,6,1.420000017,1,2.840000033,20.08724785,20.44932938,20.15006828,1199.618652,1181.589478,8.265437126,10.19237804,35.62058258,43.92604065,500.584137,1000.248474,121.8667908,101.6756592,-6.087839127,0.294872344,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834306895,0.001624215,293.5993294,293.2372478,160.0397523,1.006871131,2.412708971,23.72946475,13.53708671,20.26828861,2.385884452,0.117947573,1.036316756,1.349567696,0.074159973,99.73940796,0.830200852,44.37825222,1175.35157,0.004954798
