"","X","fname","Obs","HHMMSS","plot","study","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","QC"
"909",909,"b2_pop_f08_aci_mb_06_08_2016",3,"8:49:23",NA,NA,402,0,9.43,0.465,128,6.56,1.4,28.59,6,1.42,1,2.84,26.73,28.59,24.95,200.79,169.1,9.505,28.677,23.8,71.81,199.5,1799,0,88.24,2.63,-0.267,1,-0.22,2.74,1,0,0.16,111115,1
"910",910,"b2_pop_f08_aci_mb_06_08_2016",4,"8:51:02",NA,NA,501.5,0,2.45,0.466,80.5,6.41,1.36,28.63,6,1.42,1,2.84,26.73,28.63,24.95,101.38,92.23,10.471,29.185,26.23,73.11,199.6,1801,0,88.24,2.21,-0.279,1,-0.22,2.74,1,0,0.16,111115,1
"911",911,"b2_pop_f08_aci_mb_06_08_2016",5,"8:52:40",NA,NA,599.5,0,-1.12,0.47,56.2,6.32,1.33,28.75,6,1.42,1,2.84,26.8,28.75,24.95,50.87,53.22,11.404,29.84,28.45,74.45,199.6,1802,0,88.24,1.91,-0.285,1,-0.22,2.74,1,0,0.16,111115,1
"914",914,"b2_pop_f08_aci_mb_06_08_2016",8,"8:58:23",NA,NA,943,0,33.7,0.461,347,5.78,1.24,28.91,6,1.42,1,2.84,26.86,28.91,24.95,599.48,489.72,14.463,31.31,35.94,77.81,199.6,1799,0,88.24,3.06,-0.301,1,-0.22,2.74,1,0,0.16,111115,1
"915",915,"b2_pop_f08_aci_mb_06_08_2016",9,"9:00:24",NA,NA,1064,0,41.3,0.457,487,5.55,1.19,28.83,6,1.42,1,2.84,26.82,28.83,24.96,799.76,664.4,15.465,31.61,38.53,78.75,199.6,1799,0,88.24,3.06,-0.301,0.7,-0.22,2.74,1,0,0.16,111115,1
"916",916,"b2_pop_f08_aci_mb_06_08_2016",10,"9:02:07",NA,NA,1167,0,46.7,0.452,835,5.39,1.17,28.87,6,1.42,1,2.84,26.83,28.87,24.95,1200.32,1043.1,16.257,31.94,40.48,79.54,199.5,1799,0,88.24,3.06,-0.301,1,-0.22,2.74,1,0,0.16,111115,1
"917",917,"b2_pop_f08_aci_mb_06_08_2016",11,"9:04:06",NA,NA,1286,0,47.1,0.45,1220,5.31,1.16,29.06,6,1.42,1,2.84,26.89,29.06,24.96,1599.42,1434.82,17.146,32.591,42.53,80.85,199.6,1799,0,88.24,3.06,-0.301,1,-0.22,2.74,1,0,0.16,111115,1
"918",918,"b2_pop_f08_aci_mb_06_08_2016",12,"9:05:14",NA,NA,1354,0,43.4,0.451,1630,5.27,1.15,29.13,6,1.42,1,2.84,26.92,29.13,24.95,1999.42,1839.74,17.599,32.917,43.59,81.52,199.5,1799,0,88.24,3.06,-0.301,1,-0.22,2.74,1,0,0.16,111115,1
"920",920,"b2_pop_f08_aci_mb_06_15_2016",1,"8:38:05",NA,NA,151.5,0,17.5,0.228,229,6.46,2.63,28.19,6,1.42,1,2.84,26.29,28.19,24.93,398.97,375.02,6.016,13.679,15.47,35.18,499.2,1801,1052,88.28,-0.429,0.115,1,-0.22,2.74,1,0,0.16,111115,1
"921",921,"b2_pop_f08_aci_mb_06_15_2016",2,"8:39:35",NA,NA,241.5,0,12.3,0.216,175,6.21,2.66,28.22,6,1.42,1,2.84,26.26,28.22,24.93,299.6,282.74,6.09,13.455,15.7,34.67,499.2,1800,1058,88.28,0.146,0.123,1,-0.22,2.74,1,0,0.16,111115,1
"922",922,"b2_pop_f08_aci_mb_06_15_2016",3,"8:41:05",NA,NA,332,0,7,0.208,124,6.04,2.68,28.27,6,1.42,1,2.84,26.24,28.27,24.93,199.04,189.26,6.164,13.326,15.9,34.37,499.2,1799,1063,88.29,0.604,0.138,1,-0.22,2.74,1,0,0.16,111115,1
"923",923,"b2_pop_f08_aci_mb_06_15_2016",4,"8:42:35",NA,NA,421.5,0,1.78,0.203,79.1,5.93,2.69,28.28,6,1.42,1,2.84,26.23,28.28,24.93,101.26,98.41,6.232,13.26,16.09,34.23,499.2,1799,1070,88.29,0.946,0.149,1,-0.22,2.74,1,0,0.16,111115,1
"924",924,"b2_pop_f08_aci_mb_06_15_2016",5,"8:44:05",NA,NA,512,0,-0.94,0.193,56.5,5.77,2.74,28.47,6,1.42,1,2.84,26.28,28.47,24.93,50.14,50.92,6.298,13.142,16.21,33.83,499.2,1800,1077,88.29,0.921,0.156,1,-0.22,2.74,1,0,0.16,111115,1
"927",927,"b2_pop_f08_aci_mb_06_15_2016",8,"8:49:55",NA,NA,861.5,0,25.2,0.197,327,5.8,2.69,28.4,6,1.42,1,2.84,26.26,28.4,24.93,599.69,565.5,6.601,13.476,17.01,34.72,499.2,1800,1101,88.29,-1.68,0.166,1,-0.22,2.74,1,0,0.16,111115,1
"928",928,"b2_pop_f08_aci_mb_06_15_2016",9,"8:52:01",NA,NA,988,0,31.2,0.191,451,5.67,2.72,28.5,6,1.42,1,2.84,26.29,28.5,24.93,799.76,757.15,6.705,13.435,17.25,34.56,499.2,1800,1108,88.29,-3.74,0.174,0.7,-0.22,2.74,1,0,0.16,111115,1
"929",929,"b2_pop_f08_aci_mb_06_15_2016",10,"8:54:55",NA,NA,1161.5,0,37.3,0.193,772,5.76,2.73,28.63,6,1.42,1,2.84,26.36,28.63,24.92,1200.21,1147.44,6.843,13.671,17.53,35.03,499.2,1799,1118,88.29,-8.01,0.172,0.7,-0.22,2.74,1,0,0.16,111115,1
"930",930,"b2_pop_f08_aci_mb_06_15_2016",11,"8:57:47",NA,NA,1333.5,0,39.6,0.188,1120,5.67,2.75,28.74,6,1.42,1,2.84,26.4,28.74,24.92,1599.86,1541.71,6.976,13.701,17.83,35.02,499.2,1800,1129,88.29,-13.4,0.18,1,-0.22,2.74,1,0,0.16,111115,1
"931",931,"b2_pop_f08_aci_mb_06_15_2016",12,"9:01:17",NA,NA,1544,0,40.8,0.178,1500,5.46,2.79,28.83,6,1.42,1,2.84,26.39,28.83,24.92,2034.92,1972.94,7.046,13.515,18.02,34.55,499.2,1800,1142,88.29,-19.9,0.185,1,-0.22,2.74,1,0,0.16,111115,1
"933",933,"b2_pop_f08_aci_mb_06_23_2016",1,"8:31:36",NA,NA,136.5,0,14,0.263,276,5.7,2.03,27.45,6,1.42,1,2.84,26.19,27.45,24.97,399.74,380.31,11.849,18.562,30.74,48.15,500,1801,0,88.5,2.88,-0.159,1,-0.22,2.74,1,0,0.16,111115,1
"934",934,"b2_pop_f08_aci_mb_06_23_2016",2,"8:33:06",NA,NA,227,0,10.4,0.268,209,5.75,2.01,27.4,6,1.42,1,2.84,26.16,27.4,24.96,299.97,285.54,11.874,18.64,30.85,48.43,500,1801,0,88.5,2.64,-0.159,0.7,-0.22,2.74,1,0,0.16,111115,1
"935",935,"b2_pop_f08_aci_mb_06_23_2016",3,"8:34:36",NA,NA,317,0,6.06,0.267,146,5.71,2.01,27.36,6,1.42,1,2.84,26.13,27.36,24.97,199.79,191.2,11.883,18.605,30.92,48.41,500,1800,0,88.5,2.36,-0.16,1,-0.22,2.74,1,0,0.16,111115,1
"936",936,"b2_pop_f08_aci_mb_06_23_2016",4,"8:36:06",NA,NA,407,0,1.51,0.268,84.9,5.73,2.01,27.38,6,1.42,1,2.84,26.14,27.38,24.97,100.52,98.03,11.897,18.645,30.95,48.5,500,1800,0,88.5,2.01,-0.165,1,-0.22,2.74,1,0,0.16,111115,1
"937",937,"b2_pop_f08_aci_mb_06_23_2016",5,"8:37:36",NA,NA,496.5,0,-0.82,0.27,53.9,5.76,2.01,27.38,6,1.42,1,2.84,26.15,27.38,24.97,49.95,50.58,11.907,18.686,30.96,48.59,500,1799,0,88.49,1.83,-0.164,1,-0.22,2.74,1,0,0.16,111115,1
"940",940,"b2_pop_f08_aci_mb_06_23_2016",8,"8:42:51",NA,NA,811.5,0,19.9,0.273,428,5.81,2,27.42,6,1.42,1,2.84,26.18,27.42,24.97,600.14,572.32,11.964,18.803,31.04,48.79,500,1799,0,88.49,3.15,-0.153,1,-0.22,2.74,1,0,0.16,111115,1
"941",941,"b2_pop_f08_aci_mb_06_23_2016",9,"8:44:24",NA,NA,904.5,0,21.7,0.275,607,5.87,2.01,27.49,6,1.42,1,2.84,26.2,27.49,24.97,801.03,769.54,11.991,18.9,31.08,48.99,500,1799,0,88.49,3.19,-0.156,1,-0.22,2.74,1,0,0.16,111115,1
"942",942,"b2_pop_f08_aci_mb_06_23_2016",10,"8:46:30",NA,NA,1031,0,22.3,0.276,986,5.87,2.01,27.49,6,1.42,1,2.84,26.21,27.49,24.97,1200.41,1165.47,12.047,18.96,31.21,49.12,500,1800,0,88.49,3.02,-0.154,1,-0.22,2.74,1,0,0.16,111115,1
"943",943,"b2_pop_f08_aci_mb_06_23_2016",11,"8:48:11",NA,NA,1132,0,23.5,0.274,1360,5.89,2.02,27.58,6,1.42,1,2.84,26.23,27.58,24.97,1600.16,1560.96,12.095,19.03,31.29,49.22,500,1799,0,88.5,2.94,-0.154,0.7,-0.22,2.74,1,0,0.16,111115,1
"944",944,"b2_pop_f08_aci_mb_06_23_2016",12,"8:50:19",NA,NA,1259.5,0,24.4,0.275,1730,5.92,2.02,27.62,6,1.42,1,2.84,26.25,27.62,24.96,1999.83,1956.62,12.145,19.109,31.4,49.4,500,1799,0,88.5,2.26,-0.155,1,-0.22,2.74,1,0,0.16,111115,1
"946",946,"b2_pop_f08_aci_mb_06_30_2016",1,"9:54:01",NA,NA,455.5,0,11,0.256,301,4.03,1.48,25.45,6,1.42,1,2.84,25.11,25.45,24.98,399.85,384.73,15.476,20.219,42.79,55.91,500,1800,0,88.49,2.09,-0.166,1,-0.22,2.74,1,0,0.16,111115,1
"947",947,"b2_pop_f08_aci_mb_06_30_2016",2,"9:55:31",NA,NA,546,0,8.2,0.26,228,4.07,1.47,25.44,6,1.42,1,2.84,25.1,25.44,24.98,300.65,289.4,15.483,20.272,42.82,56.07,500,1800,0,88.49,1.95,-0.165,1,-0.22,2.74,1,0,0.16,111115,1
"948",948,"b2_pop_f08_aci_mb_06_30_2016",3,"9:57:00",NA,NA,634.5,0,4.83,0.264,157,4.12,1.47,25.45,6,1.42,1,2.84,25.11,25.45,24.98,200.51,193.76,15.513,20.357,42.9,56.3,500.1,1799,0,88.49,1.8,-0.173,1,-0.22,2.74,1,0,0.16,111115,1
"949",949,"b2_pop_f08_aci_mb_06_30_2016",4,"9:58:30",NA,NA,725,0,1.15,0.268,88.3,4.18,1.46,25.49,6,1.42,1,2.84,25.13,25.49,24.98,100.04,98.17,15.556,20.463,42.96,56.51,500.1,1799,0,88.49,1.55,-0.181,1,-0.22,2.74,1,0,0.16,111115,1
"950",950,"b2_pop_f08_aci_mb_06_30_2016",5,"9:59:59",NA,NA,813.5,0,-0.689,0.271,54.4,4.22,1.46,25.55,6,1.42,1,2.84,25.16,25.55,24.98,50.82,51.39,15.627,20.585,43.09,56.75,500.1,1799,0,88.48,1.4,-0.178,1,-0.22,2.74,1,0,0.16,111115,1
"953",953,"b2_pop_f08_aci_mb_06_30_2016",8,"10:05:05",NA,NA,1119.5,0,15.5,0.283,469,4.38,1.46,25.76,6,1.42,1,2.84,25.27,25.76,24.98,599.55,577.9,15.906,21.056,43.55,57.65,500,1799,0,88.48,2.24,-0.169,1,-0.22,2.74,1,0,0.16,111115,1
"954",954,"b2_pop_f08_aci_mb_06_30_2016",9,"10:06:43",NA,NA,1217.5,0,18,0.287,647,4.43,1.46,25.81,6,1.42,1,2.84,25.3,25.81,24.98,800.21,774.53,16.023,21.229,43.78,58.01,500,1799,0,88.48,2.12,-0.169,1,-0.22,2.74,1,0,0.16,111115,1
"955",955,"b2_pop_f08_aci_mb_06_30_2016",10,"10:08:19",NA,NA,1314,0,20,0.291,1020,4.47,1.46,25.86,6,1.42,1,2.84,25.33,25.86,24.98,1200.61,1170.38,16.122,21.373,44,58.33,500,1799,0,88.48,2.01,-0.159,0.7,-0.22,2.74,1,0,0.16,111115,1
"956",956,"b2_pop_f08_aci_mb_06_30_2016",11,"10:10:04",NA,NA,1419,0,21.4,0.295,1400,4.51,1.45,25.91,6,1.42,1,2.84,25.35,25.91,24.98,1600.55,1566.36,16.262,21.56,44.31,58.75,500,1799,0,88.47,1.91,-0.165,1,-0.22,2.74,1,0,0.16,111115,1
"957",957,"b2_pop_f08_aci_mb_06_30_2016",12,"10:11:59",NA,NA,1534,0,22.6,0.301,1780,4.55,1.44,25.95,6,1.42,1,2.84,25.37,25.95,24.98,1999.94,1962.15,16.444,21.79,44.77,59.32,500,1799,0,88.47,1.63,-0.168,1,-0.22,2.74,1,0,0.16,111115,1
"959",959,"b2_pop_f08_aci_mb_07_05_2016",1,"10:25:58",NA,NA,142.5,0,15.9,0.353,289,5.8,1.57,29.39,6,1.42,1,2.84,26.49,29.39,25,399.99,378.26,21.958,28.725,55.95,73.19,499.3,1800,163,88.49,4.33,-0.423,1,-0.22,2.74,1,0,0.16,111115,1
"960",960,"b2_pop_f08_aci_mb_07_05_2016",2,"10:27:35",NA,NA,239.5,0,11.6,0.352,218,5.79,1.57,29.47,6,1.42,1,2.84,26.51,29.47,25.01,299.91,283.94,22.191,28.945,56.47,73.66,499.3,1799,169,88.5,3.97,-0.423,1,-0.22,2.74,1,0,0.16,111115,1
"961",961,"b2_pop_f08_aci_mb_07_05_2016",3,"10:29:15",NA,NA,339.5,0,6.52,0.351,153,5.76,1.57,29.53,6,1.42,1,2.84,26.52,29.53,25,200.29,191.14,22.401,29.118,56.97,74.05,499.3,1801,176,88.5,3.69,-0.423,1,-0.22,2.74,1,0,0.16,111115,1
"962",962,"b2_pop_f08_aci_mb_07_05_2016",4,"10:30:48",NA,NA,432.5,0,1.34,0.351,88.2,5.76,1.57,29.6,6,1.42,1,2.84,26.54,29.6,25.01,99.95,97.66,22.588,29.308,57.38,74.45,499.3,1800,183,88.5,3.05,-0.426,1,-0.22,2.74,1,0,0.16,111115,1
"963",963,"b2_pop_f08_aci_mb_07_05_2016",5,"10:32:21",NA,NA,525.5,0,-1.13,0.355,55,5.79,1.56,29.64,6,1.42,1,2.84,26.56,29.64,25.01,49.92,50.92,22.742,29.493,57.7,74.83,499.3,1800,191,88.5,2.5,-0.43,1,-0.22,2.74,1,0,0.16,111115,1
"966",966,"b2_pop_f08_aci_mb_07_05_2016",8,"10:37:49",NA,NA,853.5,0,21.5,0.355,448,5.77,1.55,29.83,6,1.42,1,2.84,26.64,29.83,25,599.99,570.15,23.404,30.127,59.11,76.09,499.3,1800,237,88.5,5.04,-0.411,1,-0.22,2.74,1,0,0.16,111115,1
"967",967,"b2_pop_f08_aci_mb_07_05_2016",9,"10:40:11",NA,NA,995.5,0,24,0.352,626,5.69,1.54,29.85,6,1.42,1,2.84,26.64,29.85,25,800.03,765.97,23.649,30.28,59.72,76.47,499.3,1800,274,88.5,5.4,-0.409,1,-0.22,2.74,1,0,0.16,111115,1
"968",968,"b2_pop_f08_aci_mb_07_05_2016",10,"10:42:40",NA,NA,1144.5,0,26.1,0.35,998,5.61,1.53,29.88,6,1.42,1,2.84,26.65,29.88,25,1199.92,1160.71,23.971,30.504,60.49,76.98,499.4,1799,335,88.5,5.67,-0.406,1,-0.22,2.74,1,0,0.16,111115,1
"969",969,"b2_pop_f08_aci_mb_07_05_2016",11,"10:45:17",NA,NA,1301.5,0,26.8,0.35,1380,5.6,1.53,29.99,6,1.42,1,2.84,26.69,29.99,25,1600.05,1557.33,24.35,30.871,61.32,77.74,499.3,1800,413,88.5,5.41,-0.404,0.7,-0.22,2.74,1,0,0.16,111115,1
"970",970,"b2_pop_f08_aci_mb_07_05_2016",12,"10:46:58",NA,NA,1402.5,0,28.3,0.35,1760,5.58,1.52,30.05,6,1.42,1,2.84,26.7,30.05,25,1999.22,1952.1,24.591,31.087,61.87,78.22,499.3,1800,471,88.5,4.48,-0.394,1,-0.22,2.74,1,0,0.16,111115,1
"972",972,"b2_pop_g11_aci_dl_06_23_2016",1,"9:02:52",NA,NA,144,0,16.8,0.497,303,8.23,1.67,26.9,6,1.42,1,2.84,25.93,26.9,24.94,399.87,375.95,11.645,21.325,30.68,56.19,499.3,1800,217,88.54,-0.216,0.0441,0.7,-0.22,2.74,1,0,0.16,111115,1
"973",973,"b2_pop_g11_aci_dl_06_23_2016",2,"9:04:22",NA,NA,234,0,13,0.488,224,8.2,1.69,26.97,6,1.42,1,2.84,25.93,26.97,24.94,299.5,281.06,11.614,21.262,30.61,56.04,499.3,1799,224,88.54,0.335,0.0627,1,-0.22,2.74,1,0,0.16,111115,1
"974",974,"b2_pop_g11_aci_dl_06_23_2016",3,"9:05:52",NA,NA,324,0,7.78,0.472,153,8.18,1.73,27.15,6,1.42,1,2.84,25.96,27.15,24.94,199.5,188.3,11.588,21.204,30.48,55.78,499.3,1799,229,88.54,0.688,0.0623,1,-0.22,2.74,1,0,0.16,111115,1
"975",975,"b2_pop_g11_aci_dl_06_23_2016",4,"9:07:22",NA,NA,414.5,0,1.87,0.455,87.2,8.15,1.78,27.39,6,1.42,1,2.84,26.01,27.39,24.94,100.91,97.7,11.608,21.198,30.44,55.59,499.3,1799,232,88.54,0.953,0.0673,1,-0.22,2.74,1,0,0.16,111115,1
"976",976,"b2_pop_g11_aci_dl_06_23_2016",5,"9:08:52",NA,NA,504.5,0,-1.54,0.417,55.8,8,1.89,27.81,6,1.42,1,2.84,26.04,27.81,24.94,49.57,50.94,11.644,21.056,30.48,55.12,499.3,1800,232,88.55,0.974,0.0791,1,-0.22,2.74,1,0,0.16,111115,1
"979",979,"b2_pop_g11_aci_dl_06_23_2016",8,"9:14:40",NA,NA,852,0,22.7,0.298,416,6.76,2.15,28.4,6,1.42,1,2.84,26.12,28.4,24.93,600.32,568.38,11.64,19.6,30.33,51.08,499.3,1800,231,88.55,-1.82,0.141,1,-0.22,2.74,1,0,0.16,111115,1
"980",980,"b2_pop_g11_aci_dl_06_23_2016",9,"9:16:23",NA,NA,955,0,26.5,0.248,552,6.06,2.28,28.64,6,1.42,1,2.84,26.15,28.64,24.93,800.45,763.05,11.609,18.755,30.2,48.79,499.3,1799,231,88.55,-3.65,0.148,0.7,-0.22,2.74,1,0,0.16,111115,1
"981",981,"b2_pop_g11_aci_dl_06_23_2016",10,"9:18:43",NA,NA,1095,0,30.2,0.192,845,5.09,2.43,28.86,6,1.42,1,2.84,26.17,28.86,24.93,1200.06,1156.74,11.561,17.574,30.04,45.66,499.3,1799,230,88.55,-7.9,0.156,1,-0.22,2.74,1,0,0.16,111115,1
"982",982,"b2_pop_g11_aci_dl_06_23_2016",11,"9:21:35",NA,NA,1267,0,33.3,0.153,1120,4.34,2.56,29.06,6,1.42,1,2.84,26.2,29.06,24.94,1600.76,1552.61,11.504,16.632,29.83,43.13,499.2,1799,231,88.55,-12.9,0.155,1,-0.22,2.74,1,0,0.16,111115,1
"983",983,"b2_pop_g11_aci_dl_06_23_2016",12,"9:24:46",NA,NA,1458.5,0,34.8,0.146,1470,4.22,2.6,29.18,6,1.42,1,2.84,26.26,29.18,24.94,1999.51,1947.84,11.496,16.487,29.72,42.62,499.3,1799,238,88.55,-18.1,0.165,0.7,-0.22,2.74,1,0,0.16,111115,1
"985",985,"b2_pop_g11_aci_dl_06_27_2016",1,"7:41:58",NA,NA,217.5,0,21.4,0.366,256,7.21,1.91,28.01,6,1.42,1,2.84,26.63,28.01,24.96,400.04,371.1,12.897,21.365,32.62,54.04,500,1801,0,88.58,3.16,-0.204,1,-0.22,2.74,1,0,0.16,111115,1
"986",986,"b2_pop_g11_aci_dl_06_27_2016",2,"7:43:28",NA,NA,307.5,0,15.6,0.373,197,7.19,1.87,27.81,6,1.42,1,2.84,26.53,27.81,24.96,300.66,279.57,12.828,21.27,32.63,54.11,500,1802,0,88.58,2.88,-0.208,1,-0.22,2.74,1,0,0.16,111115,1
"987",987,"b2_pop_g11_aci_dl_06_27_2016",3,"7:44:58",NA,NA,397.5,0,9.2,0.383,139,7.19,1.83,27.61,6,1.42,1,2.84,26.45,27.61,24.96,200.39,187.73,12.768,21.219,32.64,54.24,500,1801,0,88.58,2.47,-0.205,1,-0.22,2.74,1,0,0.16,111115,1
"988",988,"b2_pop_g11_aci_dl_06_27_2016",4,"7:46:28",NA,NA,488,0,2.38,0.393,82.4,7.24,1.8,27.47,6,1.42,1,2.84,26.38,27.47,24.96,99.82,96.13,12.682,21.192,32.55,54.39,500,1801,0,88.58,2.13,-0.206,1,-0.22,2.74,1,0,0.16,111115,1
"989",989,"b2_pop_g11_aci_dl_06_27_2016",5,"7:47:58",NA,NA,577.5,0,-0.796,0.404,53.2,7.31,1.78,27.33,6,1.42,1,2.84,26.33,27.33,24.96,50.8,51.31,12.571,21.157,32.36,54.47,499.9,1801,0,88.58,1.88,-0.215,1,-0.22,2.74,1,0,0.16,111115,1
"992",992,"b2_pop_g11_aci_dl_06_27_2016",8,"7:53:54",NA,NA,934,0,28.3,0.431,427,7.5,1.72,26.96,6,1.42,1,2.84,26.2,26.96,24.96,599.71,560.76,12.091,20.902,31.37,54.23,500,1800,0,88.59,3.23,-0.209,1,-0.22,2.74,1,0,0.16,111115,1
"993",993,"b2_pop_g11_aci_dl_06_27_2016",9,"7:55:37",NA,NA,1037,0,29.6,0.425,612,7.45,1.73,26.95,6,1.42,1,2.84,26.19,26.95,24.96,801.22,758.94,11.971,20.73,31.07,53.81,500,1799,0,88.59,3.4,-0.195,1,-0.22,2.74,1,0,0.16,111115,1
"994",994,"b2_pop_g11_aci_dl_06_27_2016",10,"7:57:27",NA,NA,1147,0,29.9,0.4,986,7.21,1.77,26.96,6,1.42,1,2.84,26.19,26.96,24.96,1200.66,1154.72,11.861,20.342,30.8,52.82,500,1800,0,88.59,3.35,-0.191,1,-0.22,2.74,1,0,0.16,111115,1
"995",995,"b2_pop_g11_aci_dl_06_27_2016",11,"7:59:40",NA,NA,1279.5,0,31.4,0.345,1340,6.62,1.85,27.01,6,1.42,1,2.84,26.19,27.01,24.96,1601.22,1551.2,11.762,19.553,30.53,50.75,500,1799,0,88.59,3.18,-0.169,1,-0.22,2.74,1,0,0.16,111115,1
"996",996,"b2_pop_g11_aci_dl_06_27_2016",12,"8:01:48",NA,NA,1408,0,32.7,0.296,1690,6.02,1.93,27.07,6,1.42,1,2.84,26.21,27.07,24.96,2000.26,1946.93,11.692,18.783,30.32,48.71,500,1800,0,88.59,2.67,-0.158,1,-0.22,2.74,1,0,0.16,111115,1
"998",998,"b2_pop_g11_aci_mb_06-15-2016",1,"9:55:58",NA,NA,309,0,9.14,0.0894,201,3.4,3.36,30,6,1.42,1,2.84,26.72,30,24.92,400.31,387.73,6.148,10.19,15.42,25.56,499.2,1799,1119,88.3,0.296,0.221,1,-0.22,2.74,1,0,0.16,111115,1
"999",999,"b2_pop_g11_aci_mb_06-15-2016",2,"9:57:28",NA,NA,398.5,0,6.44,0.0911,160,3.46,3.36,30,6,1.42,1,2.84,26.72,30,24.93,299.12,290.17,6.064,10.183,15.21,25.54,499.2,1799,1120,88.3,0.77,0.221,0.7,-0.22,2.74,1,0,0.16,111115,1
"1000",1000,"b2_pop_g11_aci_mb_06-15-2016",3,"9:58:58",NA,NA,489,0,3.53,0.0972,125,3.67,3.34,30,6,1.42,1,2.84,26.74,30,24.92,199.88,194.79,5.994,10.357,15.01,25.94,499.3,1801,1129,88.3,1.2,0.22,1,-0.22,2.74,1,0,0.16,111115,1
"1001",1001,"b2_pop_g11_aci_mb_06-15-2016",4,"10:00:30",NA,NA,581,0,0.421,0.107,86.9,3.97,3.31,29.95,6,1.42,1,2.84,26.75,29.95,24.93,100.09,99.11,5.926,10.64,14.84,26.64,499.2,1800,1133,88.3,1.38,0.218,1,-0.22,2.74,1,0,0.16,111115,1
"1002",1002,"b2_pop_g11_aci_mb_06-15-2016",5,"10:02:00",NA,NA,670.5,0,-1.16,0.118,64.8,4.33,3.27,29.94,6,1.42,1,2.84,26.77,29.94,24.92,50.95,52.07,5.875,11.024,14.69,27.57,499.2,1799,1136,88.3,1.31,0.214,1,-0.22,2.74,1,0,0.16,111115,1
"1005",1005,"b2_pop_g11_aci_mb_06-15-2016",8,"10:08:01",NA,NA,1031.5,0,18.7,0.131,310,4.72,3.22,29.82,6,1.42,1,2.84,26.72,29.82,24.93,598.41,572.67,5.73,11.333,14.37,28.42,499.2,1799,1157,88.3,-1.03,0.194,0.7,-0.22,2.74,1,0,0.16,111115,1
"1006",1006,"b2_pop_g11_aci_mb_06-15-2016",9,"10:09:54",NA,NA,1145,0,23.7,0.118,398,4.35,3.3,30.01,6,1.42,1,2.84,26.79,30.01,24.93,800.54,768.03,5.722,10.893,14.29,27.2,499.2,1800,1162,88.3,-2.77,0.226,1,-0.22,2.74,1,0,0.16,111115,1
"1007",1007,"b2_pop_g11_aci_mb_06-15-2016",10,"10:12:26",NA,NA,1297,0,31,0.106,619,3.96,3.33,29.96,6,1.42,1,2.84,26.75,29.96,24.92,1199.93,1157.2,5.702,10.415,14.28,26.08,499.2,1800,1173,88.3,-6.71,0.215,1,-0.22,2.74,1,0,0.16,111115,1
"1008",1008,"b2_pop_g11_aci_mb_06-15-2016",11,"10:15:15",NA,NA,1466,0,36.1,0.0995,875,3.79,3.38,30.09,6,1.42,1,2.84,26.8,30.09,24.92,1599.63,1549.15,5.694,10.205,14.21,25.47,499.2,1800,1180,88.3,-11.5,0.219,0.7,-0.22,2.74,1,0,0.16,111115,1
"1009",1009,"b2_pop_g11_aci_mb_06-15-2016",12,"10:18:55",NA,NA,1686,0,38.7,0.0926,1160,3.58,3.42,30.17,6,1.42,1,2.84,26.83,30.17,24.92,2001.17,1946.3,5.711,9.972,14.23,24.85,499.2,1799,1190,88.3,-16.5,0.221,0.7,-0.22,2.74,1,0,0.16,111115,1
"1011",1011,"b2_pop_g11_aci_mb_06_08_2016",1,"9:26:48",NA,NA,158,0,11.3,0.285,274,7.31,2.41,30.26,6,1.42,1,2.84,28.95,30.26,27.02,398.69,356.89,0.226,21.745,0.5,47.85,199.5,1800,0,88.23,3.46,-0.282,1,-0.22,2.74,1,0,0.16,111115,1
"1012",1012,"b2_pop_g11_aci_mb_06_08_2016",2,"9:28:30",NA,NA,259.5,0,7.73,0.275,213,7.01,2.38,29.83,6,1.42,1,2.84,28.57,29.83,26.61,300.86,271.89,0.2,20.839,0.45,46.86,199.6,1800,0,88.23,3.1,-0.275,1,-0.22,2.74,1,0,0.16,111115,1
"1013",1013,"b2_pop_g11_aci_mb_06_08_2016",3,"9:30:26",NA,NA,375,0,3.95,0.267,152,6.75,2.36,29.46,6,1.42,1,2.84,28.16,29.46,26.18,200.91,185.28,0.178,20.055,0.41,46.19,199.5,1801,0,88.23,2.78,-0.267,1,-0.22,2.74,1,0,0.16,111115,1
"1014",1014,"b2_pop_g11_aci_mb_06_08_2016",4,"9:32:19",NA,NA,488,0,0.111,0.273,92.4,6.75,2.31,29.25,6,1.42,1,2.84,27.95,29.25,25.98,99.49,97.18,0.166,20.056,0.39,46.76,199.5,1801,0,88.23,2.3,-0.277,1,-0.22,2.74,1,0,0.16,111115,1
"1015",1015,"b2_pop_g11_aci_mb_06_08_2016",5,"9:34:06",NA,NA,595.5,0,-1.74,0.284,63.5,6.78,2.24,28.98,6,1.42,1,2.84,27.69,28.98,25.74,51.23,55.34,0.159,20.136,0.38,47.66,199.5,1799,0,88.23,2.07,-0.275,1,-0.22,2.74,1,0,0.16,111115,1
